Adresse;x;y;Arrondissement
RUE DU MAINE;48.840547; 2.322927;75014
RUE DU MARCHE DES BLANCS MANTEAUX;48.857944; 2.358439;75004
RUE DU MONT CENIS;48.892208; 2.344184;75018
RUE DU MONTPARNASSE;48.842083; 2.325693;75014
RUE DU PARC DE MONTSOURIS;48.822372; 2.334367;75014
RUE DU PERE CORENTIN;48.824888; 2.329005;75014
RUE DU PETIT MUSC;48.852626; 2.364069;75004
RUE DU PETIT MUSC/R DE LA CERISAIE (ANGLE);48.85194; 2.365872;75004
RUE DU PONT DE LODI;48.854828; 2.340546;75006
RUE DU PREVOT;48.854804; 2.359778;75004
RUE DU PROFESSEUR FLORIAN DELBARRE;48.839828; 2.271894;75015
RUE DU SOLEIL;48.874261; 2.394996;75020
RUE DU SOLEIL/RUE PIXERECOURT (ANGLE);48.872519; 2.395986;75020
RUE DU SOMMERAND;48.850028; 2.345859;75005
RUE DU TRESOR;48.857112; 2.357911;75004
RUE DUBAN;48.856932; 2.277798;75016
RUE EDMONT ABOUT;48.862477; 2.273539;75016
RUE EDOUARD COLONNA;48.857892; 2.345601;75001
RUE EDOUARD JACQUES;48.835249; 2.321765;75014
RUE EDOUARD QUENU;48.839259; 2.34948;75005
RUE EMILE GILBERT;48.846373; 2.373305;75012
RUE EMILE ZOLA;48.846601; 2.28608;75015
RUE ET BOULEVARD ROCHECHOUART (ANGLE);48.883146; 2.344477;75018
RUE ET PLACE DE LA REUNION;48.855449; 2.400886;75020
RUE ET PONT DE CRIMEE;48.885821; 2.382394;75019
RUE ET SQUARE DE L'ALBONI;48.857775; 2.286463;75016
RUE EUGENE ATGET;48.835198; 2.369452;75013
RUE EUGENE PELLETAN;48.834891; 2.3293787;75014
RUE EUGENE POUBELOLE/QUAI LOUIS BLERIOT;48.844853; 2.272121;75016
RUE EUGENIE EBOUE;48.845651; 2.386083;75012
RUE FABERT;48.860057; 2.311255;75007
RUE FABRE D'EGLANTINE;48.846406; 2.395489;75012
RUE FENELON;48.87872; 2.351316;75010
RUE FERDINAND BRAUDEL;48.83575; 2.37272;75013
RUE FERNAND BRAUDEL;48.83575; 2.37272;75013
RUE FESSART;48.876847; 2.385166;75019
RUE FLEURY;48.884461; 2.354032;75018
RUE FOYATIER;48.885347; 2.34234;75018
RUE FRANCOIS 1ER;48.867743; 2.305237;75008
RUE FRANCOIS MIRON;48.855558; 2.357247;75004
RUE FREDERIQUE LEMAITRE;48.874247; 2.392362;75020
RUE GALANDE;48.851674; 2.347011;75005
RUE GALLIERA;48.865472; 2.297646;75016
RUE GASTON SAINT PAUL;48.864477; 2.298545;75016
RUE GEORGES VILLE;48.870269; 2.288971;75016
RUE GERANDO;48.882566; 2.345855;75009
RUE GERVEX;48.888187; 2.298129;75017
RUE GIRARDON;48.88809; 2.337918;75018
RUE GODOT DE MAUROY;48.871779; 2.327149;75009
RUE GREUZE;48.864048; 2.283344;75016
RUE GUSTAVE GOUBLIER;48.870949; 2.355725;75010
RUE GUSTAVE GOUBLIER/CHATEAU D'EAU;48.870949; 2.355725;75010
RUE GUY PATIN;48.883013; 2.351073;75010
RUE HALEVY;48.868623; 2.348233;75002
RUE HAXO;48.872918; 2.40395;75020
RUE HELENE JAKUBOWICZ;48.869599; 2.398088;75020
RUE HENRI DE JOUVENEL;48.850325; 2.333965;75006
RUE HENRI FEULARD;48.874994; 2.372774;75010
RUE HENRI MONNIER;48.880077; 2.33727;75009
RUE HERMEL;48.892567; 2.345185;75018
RUE HEROLD;48.864965; 2.341557;75001
RUE HONORE CHEVALIER;48.849321; 2.331989;75006
RUE IRENEE BLANC;48.86592; 2.407964;75020
RUE JEAN BAPTISTE PIGALLE;48.879886; 2.334376;75009
RUE JEAN BAPTISTE SAY;48.881392; 2.341645;75009
RUE JEAN CALVIN;48.841648; 2.348945;75005
RUE JEAN CARRIES;48.85245; 2.299319;75007
RUE JEAN DOLENT;48.833576; 2.338651;75014
RUE JEAN FRANCOIS LEPINE;48.886176; 2.358258;75018
RUE JEAN PIERRE BLOCH;48.849094; 2.319124;75007
RUE JEAN PIERRE TIMBAUD;48.867009; 2.37456;75011
RUE JEAN QUARRE;48.87683; 2.396256;75019
RUE JOLIVET;48.840874; 2.323854;75014
RUE JOSE MARIA HEREDIA;48.847833; 2.307567;75007
RUE JOURDAIN;48.874518; 2.389605;75020
RUE JULES BOURDAIS;48.888576; 2.298787;75017
RUE JULES ROMAIN;48.873433; 2.377922;75019
RUE JUSTE METIVIER;48.889197; 2.335835;75018
RUE LA BONNE;48.88795; 2.343412;75018
RUE LA BRUYERE;48.879441; 2.334378;75009
RUE LABORDE;48.875544; 2.318646;75008
RUE LACAZE;48.825038; 2.330291;75014
RUE LAFFITTE;48.873923; 2.338082;75009
RUE LAGARDE;48.840574; 2.347668;75005
RUE LALLY TOLLENDAL;48.883069; 2.374119;75019
RUE LAMARCK;48.890117; 2.336994;75018
RUE LAMENNAIS;48.873941; 2.302969;75008
RUE LAS CASES;48.85846; 2.320617;75007
RUE LAURISTON;48.868984; 2.289577;75016
RUE LE BRUN/AVENUE DES GOBELINS;48.834848; 2.353281;75013
RUE LEGOUVE;48.872402; 2.36189;75010
RUE LEON JOUHAUX;48.86926; 2.36497;75010
RUE LEPIC;48.885988; 2.334698;75018
RUE LEVERT;48.874056; 2.391026;75020
RUE LHEUREUX;48.846825; 2.370869;75012
RUE LHOMOND;48.842499; 2.347329;75005
RUE LIEUTENANT CHAURE;48.867384; 2.406849;75020
RUE LINOIS;48.847916; 2.283699;75015
RUE LOBAU;48.856204; 2.353258;75004
RUE LORD BYRON;48.873255; 2.299915;75008
RUE LOUIS BLANC;48.881443; 2.364471;75010
RUE LOUIS BLANC ET PHILIPPE DE GIRARD;48.882895; 2.361636;75010
RUE LOUIS BONNET;48.870908; 2.376546;75011
RUE LOUIS DAVID;48.861572; 2.280941;75016
RUE LOUIS PHILIPPE;48.855368; 2.355793;75004
RUE LOUIS ROLLAND;48.89449; 2.329339;75018
RUE MALEBRANCHE;48.84637; 2.342362;75005
RUE MANIN;48.882981; 2.385916;75019
RUE MARCELLIN BERTHELOT;48.849093; 2.345534;75005
RUE MARENGO;48.861861; 2.339391;75001
RUE MARGUERITE DURAS;48.829466; 2.380566;75013
RUE MARIA DERAISME;48.894201; 2.327187;75017
RUE MARIE ANDREE LAGROUA WEILL HALLE;48.828462; 2.380229;75013
RUE MARIE ROSE;48.826457; 2.330359;75014
RUE MARIGNY;48.870669; 2.315659;75008
RUE MARSOLLIER;48.868011; 2.334743;75002
RUE MARTIGNAC;48.857998; 2.31843;75007
RUE MASSENET;48.858644; 2.279242;75016
RUE MAURICE UTRILLO;48.88628; 2.344359;75018
RUE MAX DORMOY;48.887296; 2.35968;75018
RUE MAZARINE;48.854893; 2.337826;75006
RUE MEYNADIER;48.88344; 2.383314;75019
RUE MICHEL CHASLES;48.847009; 2.373803;75012
RUE MICHELET;48.84245; 2.33604;75006
RUE MILTON;48.878249; 2.341181;75009
RUE MOLITOR;48.845128; 2.262288;75016
RUE MONCEAU;48.878086; 2.311263;75008
RUE MONGE;48.843955; 2.352176;75005
RUE MOUFFETARD;48.842184; 2.349646;75005
RUE MOUZAIA;48.88018; 2.39445;75019
RUE NATIONALE/DR VICTOR HUTINEL;48.831792; 2.364755;75013
RUE NECKER;48.855349; 2.363274;75004
RUE NICOLAS APPERT;48.858913; 2.370385;75011
RUE NOBEL;48.890129; 2.341439;75018
RUE NORVINS;48.887076; 2.339533;75018
RUE NOTRE DAME DE LORETTE;48.878746; 2.337269;75009
RUE OLIVIER MESSIAEN;48.830213; 2.378561;75013
RUE PALATINE;48.850632; 2.335018;75006
RUE PAPIN;48.866906; 2.353431;75003
RUE PARROT;48.846971; 2.373557;75012
RUE PARROT/RUE MICHEL CHASLES (ANGLE);48.847009; 2.373803;75012
RUE PASCAL;48.838084; 2.349355;75005
RUE PAUL BERT/IMPASSE CHARLES PETIT;48.851176; 2.385079;75011
RUE PAUL CEZANNE;48.874155; 2.309093;75008
RUE PAUL GERVAIS;48.831241; 2.347141;75013
RUE PAUL STRAUSS;48.866511; 2.407275;75020
RUE PAUL VALERY;48.870635; 2.289422;75016
RUE PEREE;48.864551; 2.361712;75003
RUE PERIGNON;48.847719; 2.309067;75007
RUE PETIT;48.885369; 2.385804;75019
RUE PHILIPPE DE GIRARD;48.882895; 2.361636;75010
RUE PIERRE MOUILLARD;48.867202; 2.408236;75020
RUE PILLET WILL;48.873234; 2.336539;75009
RUE PILLET WILLET;48.873234; 2.336539;75009
RUE PINEL;48.834159; 2.35945;75013
RUE PIXERECOURT;48.872519; 2.395986;75020
RUE PONTOISE;48.849806; 2.351867;75005
RUE PORTALIS;48.877593; 2.319601;75008
RUE POULBOT;48.886739; 2.339724;75018
RUE PRIMO LEVI;48.830066; 2.3774646;75012
RUE RAMBUTEAU;48.86253; 2.348046;75001
RUE RAMPAL;48.873877; 2.379653;75019
RUE RAVIGNAN/R DES TROIS FRERES (ANGLE);48.885784; 2.338097;75018
RUE RAYMOND ARON;48.835273; 2.374447;75013
RUE RAYNOUARD/MAISON DE LA RADIO;48.8637; 2.2769;75016
RUE RAYNOUARD/R DE L'ANNONCIATION (ANGLE);48.856667; 2.27922;75016
RUE REBEVAL;48.874714; 2.379881;75019
RUE RENE COTY;48.829043; 2.334121;75014
RUE RENE GOSCINNY;48.830422; 2.379593;75013
RUE ROBINEAU;48.864719; 2.392911;75020
RUE ROBINEAU/PLACE MARTIN NADAUD;48.865145; 2.394757;75020
RUE ROCHER/DE MADRID ET PORTALIS;48.878256; 2.320229;75008
RUE RONSARD/RUE CHARLES NODIER (ANGLE);48.8851; 2.345013;75018
RUE ROYALE;48.867991; 2.323204;75008
RUE SAINT BERNARD (PLACE EN EPIS);48.8763; 2.3183;75008
RUE SAINT DENIS;48.861193; 2.348739;75001
RUE SAINT DENIS/DU CAIRE;48.867616; 2.350652;75002
RUE SAINT DOMINIQUE;48.859804; 2.309217;75007
RUE SAINT ETIENNE DU MONT;48.846736; 2.348068;75005
RUE SAINT HONORE;48.863258; 2.335191;75001
RUE SAINT JACQUES;48.844609; 2.342241;75005
RUE SAINT JULIEN LE PAUVRE;48.852332; 2.346983;75005
RUE SAINT MARC;48.870451; 2.340622;75002
RUE SAINT MARTIN;48.859679; 2.350575;75004
RUE SAINT MERRI;48.859448; 2.352674;75004
RUE SAINT PHILIPPE DU ROULE/R FBG ST HONORE;48.873142; 2.308567;75008
RUE SAINT RUSTIQUE;48.887081; 2.340592;75018
RUE SAINT SEVERIN;48.852414; 2.345074;75005
RUE SAINT VICTOR;48.848256; 2.351156;75005
RUE SAINT VINCENT;48.888563; 2.340453;75018
RUE SAINT YVES;48.825849; 2.333073;75014
RUE SAINT YVES ET ESCALIERS;48.825849; 2.333073;75014
RUE SAINTE CECILE;48.873133; 2.346404;75009
RUE SAINTE CROIX DE LA BRETONNERIE;48.858387; 2.355733;75004
RUE SCHEFFER;48.861646; 2.282488;75016
RUE SCIPION;48.838163; 2.353805;75005
RUE SCRIBE;48.871465; 2.330266;75009
RUE SIMON DEREURE;48.888602; 2.336265;75018
RUE SIMON LE FRANC;48.860043; 2.353715;75004
RUE SIVEL;48.833642; 2.327174;75014
RUE SOUFFLOT;48.846812; 2.342596;75005
RUE STEPHENSON;48.887874; 2.356325;75018
RUE THIBAUD;48.829881; 2.327039;75014
RUE THIMONNIER;48.880115; 2.346902;75009
RUE TRAVERSIERE;48.847854; 2.373575;75012
RUE TROUSSEAU;48.851917; 2.379033;75011
RUE TURGOT;48.880515; 2.345143;75009
RUE TURGOT/CONDORCET;48.880017; 2.344292;75009
RUE VAN GOGH;48.843723; 2.371541;75012
RUE VAUQUELIN;48.840744; 2.346952;75005
RUE VICSCONTI;48.855806; 2.335642;75006
RUE VICTOR COUSIN;48.847767; 2.342341;75005
RUE VICTOR MASSE;48.880761; 2.338199;75009
RUE VICTOR SCHOELCHER;48.836116; 2.330821;75014
RUE VIEILLE DU TEMPLE;48.860421; 2.36149;75003
RUE VIEILLE DU TEMPLE/ANGLE RUE DES ROSIERS;48.8601; 2.3507;75004
RUE VIEUVILLE;48.884709; 2.339717;75018
RUE VILLEDO;48.866246; 2.336195;75001
RUE VITAL;48.859313; 2.278726;75016
RUE VITRUVE;48.858278; 2.404984;75020
RUE WASHINGTON;48.873343; 2.303194;75008
RUE WATT ET SOUTERRAIN;48.828061; 2.382466;75013
RUE YVES TOUDIC;48.87013; 2.363473;75010
SALLE DE BOXE BUFFAULT;48.87554; 2.341933;75009
SENTIER DE LA POINTE;48.855603; 2.401617;75020
SKATEPARK DE BERCY;48.836091; 2.380547;75012
SQUARE BLEUSTEIN BLANCHET;48.890015; 2.335632;75018
SQUARE CAMBRONNE;48.843524; 2.302495;75015
SQUARE CAULAINCOURT;48.890015; 2.335632;75018
SQUARE CLAUDE NICOLAS LEDOUX;48.8342954; 2.3315943;75014
SQUARE COURTELINE;48.844371; 2.41143;75012
SQUARE D'ALBONI;48.857775; 2.286463;75016
SQUARE D'ANVERS;48.882164; 2.344383;75009
SQUARE DE CLIGNANCOURT;48.893177; 2.346243;75018
SQUARE DE L'ALBONI;48.857775; 2.286463;75016
SQUARE DE LA CITE DE TREVISE;48.875078; 2.346796;75009
SQUARE DE LA PLACE BITCHE;48.889023; 2.379495;75019
SQUARE DE LA PLACE DAUPHINE;48.856822; 2.342303;75001
SQUARE DE LA PLACE DE LA REUNION;48.857722; 2.406276;75020
SQUARE DU TEMPLE;48.864589; 2.360685;75003
SQUARE DU VERT GALANT;48.8574931; 2.3400954;75001
SQUARE EMILE CHAUTEMPS;48.8671592; 2.3537961;75003
SQUARE GASTON BATY;48.8408539; 2.3235606;75014
SQUARE GEORGES LAMARQUE;48.840895; 2.327346;75014
SQUARE JACQUES ANTOINE;48.8347185; 2.3317894;75014
SQUARE JACQUES BIDAUT;48.8655; 2.3426;75002
SQUARE JEAN AICARD;48.865696; 2.381095;75011
SQUARE JEAN PERRIN;48.866924; 2.311684;75008
SQUARE JEAN XXIII;48.852279; 2.351269;75004
SQUARE JEHAN RICTUS;48.8925; 2.349552;75018
SQUARE JEHAN-RICTUS;48.8925; 2.349552;75018
SQUARE LOUIS MAJORELLE;48.860942; 2.37701;75011
SQUARE LOUIS XIII;48.852279; 2.351269;75004
SQUARE LOUISE MICHEL;48.885382; 2.3435393;75018
SQUARE MARCEL BLEUSTEIN BLANCHET;48.8876905; 2.3437118;75018
SQUARE MARCEL PAGNOL;48.8759185; 2.3204255;75008
SQUARE MAURICE KRIEGEL VALRIMONT;48.8924682; 2.3463087;75018
SQUARE NADAR;48.8925; 2.349552;75018
SQUARE OZANAM/18 RUE STANISLAS;48.838195; 2.260025;75016
SQUARE PAUL PAINLEVE;48.85004; 2.344508;75005
SQUARE RENE VIVIANI;48.8521218; 2.3475389;75005
SQUARE SAINTE CROIX DE LA BRETONNERIE;48.858305; 2.354643;75004
SQUARE THEODORE MONOD;48.8387265; 2.353717;75005
SQUARE TOLSTOI;48.852778; 2.260998;75016
STADE* DU POLYGONE/BOIS DE VINCENNES;48.834759; 2.430796;75012
STADE* ELISABETH;48.8331; 2.3264;75014
STADE* EMILE ANTOINE;48.8412; 2.3003;75015
STATION MTO INVALIDES;48.863325; 2.314891;75007
STATION MTO PEREIRE/SORTIE;48.884017; 2.295946;75017
TEP MOURLON;48.8412; 2.3003;75015
TERRAIN* DE FOOT POTERNE DES PEUPLIERS;48.820361; 2.352527;75013
TERRAIN* N'1/30 RUE LOUIS LUMIERE;48.859198; 2.411644;75020
TERRASSE MORLAND;48.84726; 2.365669;75004
TERRE PLEIN 86 AVENUE DE BRETEUIL;48.845834; 2.310959;75015
TERRE PLEIN ANGLE AV ST MAURICE ET AV DAUMESNIL;48.828341; 2.419124;75012
TERRE PLEIN BOULEVARD DE CLICHY;48.883667; 2.333761;75018
TERRE PLEIN CENTRAL BOULEVARD DE CLICHY;48.883032; 2.334407;75009
TERRE PLEIN CENTRAL BOULEVARD EDGAR QUINET;48.840764; 2.326543;75014
TERRE PLEIN CENTRAL DU BOULEVARD DE CLICHY;48.883667; 2.333761;75018
TERRE PLEIN DE LA PLACE DE L'ETOILE;48.8637; 2.2769;75016
TROTTOIR SUR LA PLACE BERNARD LAZARE;48.86593; 2.357771;75003
TUNNEL DE L'ARSENAL/PORT DE L'ARSENAL;48.851204; 2.366481;75004
TUNNEL DE LA RUE WATT;48.828061; 2.382466;75013
TUNNEL PIETONS SOUS LA VOIE GEORGES POMPIDOU;48.851681; 2.28001;75016
UNIVERSITE PARIS DESCARTES;48.8431476; 2.3352504;75006
UNIVERSITE PARIS SORBONNE;48.849319; 2.343175;75005
VILLA EMILE LOUBERT/RUE MOUZAIA;48.879854; 2.393727;75019
VILLA SEURAT;48.826116; 2.33298;75014
VOIE GEORGES POMPIDOU;48.8511147; 2.2793502;75001
